,subject,trial,rt,choice,item_value_0,item_value_1,gaze_0,gaze_1
0,0,0,2009,0,0.0,0.0,0.47564194864410847,0.5243580513558915
1,0,1,3371,0,5.0,4.0,0.6332089552238805,0.3667910447761194
2,0,2,1700,1,0.0,5.0,0.39603960396039606,0.6039603960396039
3,0,3,7466,1,1.0,2.0,0.5434204696499778,0.45657953035002213
4,0,4,1889,1,5.0,5.0,0.5948230322239831,0.4051769677760169
5,0,5,2227,1,4.0,4.0,0.43857925031587813,0.5614207496841218
6,0,6,4259,0,4.0,0.0,0.4855680363998294,0.5144319636001706
7,0,7,3505,0,3.0,0.0,0.6437989680871393,0.3562010319128607
8,0,8,2548,0,3.0,0.0,0.5440884604479728,0.45591153955202723
9,0,9,3226,1,0.0,5.0,0.5709585435402501,0.42904145645974995
10,0,10,4604,0,4.0,0.0,0.4993995539543661,0.5006004460456339
11,0,11,6333,0,0.0,5.0,0.6110775184423751,0.3889224815576249
12,0,12,5716,0,0.0,0.0,0.5310205580029369,0.46897944199706315
13,0,13,3562,0,5.0,0.0,0.6586332646266053,0.3413667353733946
14,0,14,2447,0,4.0,0.0,0.5,0.5
15,0,15,2120,1,1.0,4.0,0.4728487886382623,0.5271512113617377
16,0,16,6932,1,5.0,5.0,0.582193424526038,0.4178065754739621
17,0,17,4274,1,1.0,4.0,0.4356800589753041,0.564319941024696
18,0,18,6854,0,4.0,2.0,0.597021980619239,0.40297801938076105
19,0,19,6698,0,0.0,0.0,0.6146668019068872,0.3853331980931129
20,0,20,2913,0,0.0,0.0,0.5383356070941338,0.4616643929058663
21,0,21,4513,0,4.0,3.0,0.651012772545478,0.348987227454522
22,0,22,2110,1,4.0,5.0,0.3475919832485791,0.6524080167514209
23,0,23,3385,0,4.0,2.0,0.5094032281948764,0.4905967718051236
24,0,24,2456,1,2.0,5.0,0.45692883895131087,0.5430711610486891
25,0,25,2136,0,4.0,4.0,0.5123228589032656,0.48767714109673443
26,0,26,7010,1,0.0,3.0,0.5691873788119161,0.4308126211880839
27,0,27,4784,0,0.0,0.0,0.4167289021657954,0.5832710978342046
28,0,28,2697,1,0.0,3.0,0.5708507482809762,0.42914925171902385
29,0,29,4654,1,1.0,3.0,0.4103321033210332,0.5896678966789668
30,0,30,1916,1,3.0,5.0,0.4501089324618736,0.5498910675381263
31,0,31,2033,0,4.0,1.0,0.56992700729927,0.4300729927007299
32,0,32,1441,1,0.0,4.0,0.43498273878020716,0.5650172612197929
33,0,33,3579,1,0.0,1.0,0.6175344563552833,0.3824655436447167
34,0,34,7377,1,4.0,5.0,0.6143262262367398,0.3856737737632602
35,0,35,2921,0,5.0,4.0,0.5001590330788804,0.49984096692111957
36,0,36,6398,0,3.0,5.0,0.5876819997423013,0.41231800025769877
37,0,37,2919,1,0.0,4.0,0.4145308669489637,0.5854691330510363
38,0,38,4737,0,3.0,4.0,0.5586505725781492,0.4413494274218508
39,0,39,3459,0,4.0,0.0,0.518249570036308,0.48175042996369194
40,0,40,3454,1,4.0,4.0,0.49907663896583565,0.5009233610341643
41,0,41,2478,1,4.0,3.0,0.4730127576054956,0.5269872423945045
42,0,42,1728,1,0.0,4.0,0.3560126582278481,0.6439873417721519
43,0,43,2014,0,4.0,4.0,0.5197407189157337,0.48025928108426635
44,0,44,519,1,0.0,0.0,0.4864864864864865,0.5135135135135135
45,0,45,5492,1,0.0,1.0,0.6470004957858205,0.35299950421417947
46,0,46,3216,1,0.0,4.0,0.48417721518987344,0.5158227848101266
47,0,47,2185,0,2.0,0.0,0.6143790849673203,0.38562091503267976
48,0,48,1467,0,5.0,5.0,0.5576496674057649,0.442350332594235
49,0,49,1707,0,4.0,0.0,0.6672,0.3328
50,0,50,1472,1,0.0,3.0,0.5735520246027678,0.42644797539723217
51,0,51,2425,0,5.0,0.0,0.34209221616261776,0.6579077838373822
52,0,52,5621,1,5.0,3.0,0.46038034865293187,0.5396196513470681
53,0,53,3216,1,0.0,3.0,0.5113691340106434,0.48863086598935657
54,0,54,3167,1,0.0,5.0,0.37046153846153845,0.6295384615384615
55,0,55,1939,0,0.0,0.0,0.6551246537396122,0.3448753462603878
56,0,56,2066,0,3.0,2.0,0.5331018016062513,0.46689819839374863
57,0,57,1561,1,1.0,5.0,0.5489614243323442,0.45103857566765576
58,0,58,2037,0,4.0,3.0,0.6269757639620653,0.37302423603793466
59,0,59,3620,1,4.0,5.0,0.6720841300191205,0.3279158699808795
60,0,60,1235,1,0.0,4.0,0.5535795713634291,0.4464204286365709
61,0,61,3726,1,2.0,4.0,0.4245676803816339,0.5754323196183662
62,0,62,1764,1,1.0,0.0,0.384870603848706,0.6151293961512939
63,0,63,4016,0,5.0,2.0,0.5304136253041363,0.46958637469586373
64,0,64,2365,1,0.0,5.0,0.6622484045164457,0.33775159548355427
65,0,65,1583,1,3.0,3.0,0.37595907928388744,0.6240409207161125
66,0,66,5406,0,3.0,1.0,0.319634703196347,0.680365296803653
67,0,67,2418,1,1.0,5.0,0.49421965317919075,0.5057803468208093
68,0,68,5198,0,2.0,1.0,0.5616858237547893,0.43831417624521074
69,0,69,4101,1,0.0,4.0,0.3330751355538342,0.6669248644461657
70,0,70,3167,1,3.0,5.0,0.38830584707646176,0.6116941529235382
71,0,71,1675,0,4.0,0.0,0.48040201005025124,0.5195979899497487
72,0,72,1655,1,4.0,5.0,0.37149532710280375,0.6285046728971962
73,0,73,1870,0,3.0,0.0,0.5005472455308282,0.4994527544691718
74,0,74,2637,0,3.0,0.0,0.6592698639942735,0.34073013600572655
75,0,75,3613,1,5.0,5.0,0.6960651289009498,0.3039348710990502
76,0,76,1854,0,5.0,3.0,0.5965494359654944,0.40345056403450563
77,0,77,1999,0,5.0,3.0,0.37822979659153383,0.6217702034084662
78,0,78,1979,0,5.0,0.0,0.5261707988980716,0.4738292011019284
79,0,79,1987,0,5.0,0.0,0.6582667486170867,0.34173325138291333
80,0,80,2166,0,4.0,0.0,0.4573850959393128,0.5426149040606872
