parcode,trial,rt,choice,item_left,item_right,valid
1,9,1822,-1,0.35,0,
1,10,1994,-1,0.2,0,
1,11,2700,-1,0.65,0.2,
1,12,1886,-1,0.5,0,
1,13,3326,1,0.65,0.65,
1,14,3299,1,0.2,0.8,
1,15,2521,1,0,0.65,
1,16,2952,-1,0.05,0.5,
1,17,2415,-1,0.35,0.2,
1,18,3498,1,0.2,0.2,
1,19,2270,1,0,0.2,
1,20,2513,1,0.35,0.5,
1,21,2738,1,0.65,0.35,
1,22,3314,-1,0.35,0.5,
1,23,3086,1,0.05,0.2,
1,24,2393,1,0.5,0.5,
1,25,2560,1,0.05,0.2,
1,26,3130,-1,0.65,0.35,
1,27,4404,-1,0.65,0.5,
1,28,1777,-1,0.65,0.2,
1,29,2386,-1,0.5,0.35,
1,30,2762,-1,0.5,0.35,
1,31,1868,-1,0.65,0.2,
1,32,2631,-1,0.65,0.65,
1,33,3073,-1,0.65,0.5,
1,34,2059,1,0,0.35,
1,35,1611,1,0.2,0.65,
1,36,1721,-1,0.5,0,
1,37,2535,1,0.2,0,
1,38,2177,1,0.65,0.5,
1,39,2577,1,0,0.65,
1,40,2362,1,0.2,0.65,
1,41,1504,1,0,0.2,
1,42,1769,-1,0.5,0.05,
1,43,1998,1,0.35,0.05,
1,44,1194,1,0.35,0.5,
1,45,1135,1,0.05,0.65,
1,46,1716,-1,0.65,0.5,
1,47,1320,-1,0.5,0.65,
1,48,1241,1,0.2,0.5,
1,49,1278,1,0.8,0.5,
1,50,1160,-1,0.35,0.2,
1,51,1596,-1,0.2,0.35,
1,52,1158,-1,0.65,0.2,
1,53,1504,1,0.5,0.5,
1,54,1069,1,0,0.5,
1,55,1009,1,0.2,0.65,
1,56,1124,1,0.65,0.65,
1,57,1174,-1,0.5,0.2,
1,58,1020,-1,0.65,0,
1,59,1150,1,0,0.35,
1,60,1254,-1,0.65,0.5,
1,61,1898,-1,0.5,0,
1,62,1184,1,0.2,0.35,
1,63,1012,-1,0.8,0,
1,64,2056,-1,0.35,0.65,
1,65,1025,-1,0.2,0,
1,66,1123,1,0.35,0.5,
1,67,1224,1,0,0.2,
1,68,1927,-1,0.5,0.2,
1,69,1103,-1,0.8,0.5,
1,70,1177,1,0,0.5,
1,71,1173,1,0.5,0.65,
1,72,1127,1,0.35,0.35,
1,73,1540,1,0.2,0.05,
1,74,1574,1,0.35,0.5,
1,75,1212,-1,0.2,0.05,
1,76,1247,1,0.2,0.35,
1,77,1096,1,0.2,0.65,
1,78,1163,-1,0.65,0.2,
1,79,1068,-1,0.35,0,
1,80,1829,1,0.5,0.8,
1,81,1958,1,0.05,0.5,
1,82,1335,-1,0.5,0.2,
1,83,1560,-1,0.35,0.5,
1,84,1322,-1,0.5,0.2,
1,85,1545,-1,0.65,0.5,
1,86,1385,-1,0.65,0.05,
1,87,2884,-1,0.2,0,
1,88,1358,1,0.05,0.2,
1,89,1663,-1,0.35,0,
1,90,1382,-1,0.2,0,
1,91,3400,-1,0.65,0.2,
1,92,1058,-1,0.5,0,
1,93,882,1,0.65,0.65,
1,94,1057,1,0.2,0.8,
1,95,1229,1,0,0.65,
1,96,1375,-1,0.05,0.5,
1,97,819,-1,0.35,0.2,
1,98,1925,1,0.2,0.2,
1,99,1062,1,0,0.2,
1,100,1320,1,0.35,0.5,
1,101,1068,1,0.65,0.35,
1,102,1506,-1,0.35,0.5,
1,103,883,1,0.05,0.2,
1,104,959,1,0.5,0.5,
1,105,1317,1,0.05,0.2,
1,106,1176,-1,0.65,0.35,
1,107,1196,-1,0.65,0.5,
1,108,1045,-1,0.65,0.2,
1,109,1060,-1,0.5,0.35,
1,110,1112,-1,0.5,0.35,
1,111,1471,-1,0.65,0.2,
1,112,1188,-1,0.65,0.65,
1,113,1411,-1,0.65,0.5,
1,114,1345,1,0,0.35,
1,115,992,1,0.2,0.65,
1,116,816,-1,0.5,0,
1,117,1740,1,0.2,0,
1,118,1032,1,0.65,0.5,
1,119,1124,1,0,0.65,
2,0,4138,-1,0.95,0,
2,1,1615,-1,1.1,0,
2,2,1521,-1,0.95,0.5,
2,3,1833,-1,2.3,0,
2,4,1921,1,0.5,2.6,
2,5,1472,-1,2,0.05,
2,6,3630,-1,1.1,0.2,
2,7,2730,-1,1.25,0.35,
2,8,5770,-1,2.75,2.15,
2,9,2833,-1,0.05,0.2,
2,10,1616,-1,0.65,0,
2,11,1776,1,0,1.4,
2,12,1554,1,0.2,1.95,
2,13,2881,-1,0,0,
2,14,2592,-1,0.65,0,
2,15,1966,1,0.95,2.3,
2,16,4961,1,1.25,0.35,
2,17,4289,1,0,0,
2,18,2382,1,2,3,
2,19,1627,-1,3,0,
2,20,1506,1,0,2,
2,21,3071,1,0,2.75,
2,22,1683,1,0.5,2.9,
2,23,1869,-1,2.3,0.95,
2,24,1236,-1,0.35,0.05,
2,25,5758,1,3,2.3,
2,26,3641,-1,1.1,1.25,
2,27,1984,-1,0,0,
2,28,2387,1,0.35,3,
2,29,1672,1,0.95,1.95,
2,30,3178,-1,0.35,1.1,
2,31,4034,-1,1.7,1.25,
2,32,2266,1,0.2,1.25,
2,33,9110,1,2.75,2.15,
2,34,1914,-1,0.95,0.65,
2,35,2310,1,2.6,2,
2,36,3482,-1,0.35,0.5,
2,37,2185,1,0,2.75,
2,38,1643,1,0.5,0.65,
2,39,6848,1,1.1,2.3,
2,40,3014,-1,1.95,0.95,
2,41,1248,-1,1.95,0.2,
2,42,1962,-1,2,0,
2,43,1814,1,0.35,2.85,
2,44,2794,1,0,0,
2,45,4583,-1,0.35,0.5,
2,46,5363,1,0.2,0.2,
2,47,3832,1,0.35,1.25,
2,48,1041,-1,2.15,0,
2,49,2045,1,0.05,2.75,
2,50,1479,-1,2.6,0.5,
2,51,1750,-1,0.35,1.25,
2,52,2726,-1,2.9,1.1,
2,53,2387,1,0.2,0.05,
2,54,1629,1,0.5,2.6,
2,55,3360,-1,2.75,0,
2,56,1625,-1,2,2.6,
2,57,1991,1,0,0.65,
2,58,5695,1,0,0,
2,59,1470,1,0.2,1.1,
2,60,1108,1,0,2.3,
2,61,1263,1,0,0.5,
2,62,1223,1,0.65,2.3,
2,63,944,1,0,2.15,
2,64,966,-1,3,0.35,
2,65,1471,-1,2.9,0.5,
2,66,1325,-1,2.3,0.95,
2,67,2047,-1,0.5,1.7,
2,68,1318,1,0,0.65,
2,69,1410,-1,2.6,2.75,
2,70,1109,-1,1.1,0.65,
2,71,2158,1,0,0.35,
2,72,3687,-1,1.25,1.7,
2,73,2117,-1,1.1,1.4,
2,74,1499,-1,2.15,2.75,
2,75,871,1,1.25,2.15,
2,76,1230,-1,2.15,0.5,
2,77,1466,-1,1.25,0.2,
2,78,1764,1,2.3,2.85,
2,79,2222,1,0,0.35,
2,80,1351,-1,0.35,0,
2,81,1418,1,0.5,0.95,
2,82,1152,1,0,1.1,
2,83,2764,1,1.25,1.1,
2,84,2555,1,2.75,2.6,
2,85,1966,1,0,3,
2,86,1839,1,0.65,1.1,
2,87,1619,-1,2.15,1.25,
2,88,4705,1,2.3,3,
2,89,1404,-1,0.65,0.5,
2,90,2197,-1,2.3,0,
2,91,2248,-1,2.85,2.3,
2,92,2783,-1,2.3,1.1,
2,93,1276,1,0.5,0.35,
2,94,1925,-1,0.35,0,
2,95,1836,-1,3,2,
2,96,2134,-1,2.3,0.65,
2,97,1352,1,0,2.15,
2,98,1285,-1,2.85,0.35,
2,99,1344,1,0,0.95,
2,100,1834,1,1.7,0.5,
2,101,2169,1,1.1,0.35,
2,102,1192,-1,2.15,0,
2,103,1448,1,1.1,2.9,
2,104,1618,1,0.05,2,
2,105,2337,-1,0.2,0.2,
2,106,1817,-1,2.75,0,
2,107,953,-1,2.75,0.05,
2,108,1666,1,0.65,0.95,
2,109,1120,-1,2.6,0.5,
2,110,1819,1,0.95,2.3,
2,111,1672,1,1.4,1.1,
2,112,4290,-1,0.5,0,
2,113,1477,1,2.15,2.75,
2,114,1372,1,0,2.3,
2,115,1507,1,0.5,2.15,
2,116,2567,-1,1.4,0,
2,117,1513,1,0,0,
2,118,1648,1,0.05,0.35,
2,119,1125,1,0.5,0.35,
3,0,3916,-1,0,0,
3,1,2427,-1,2.45,0.65,
3,2,3746,1,0.05,0.35,
3,3,3621,-1,1.1,0.35,
3,4,2167,1,1.55,0.95,
3,5,2378,-1,2.45,1.55,
3,6,3483,-1,1.1,0.65,
3,7,2759,1,0,0.95,
3,8,11236,1,0.05,0.65,
3,9,2620,1,0.05,0.95,
3,10,5035,-1,0.95,1.1,
3,11,6939,-1,1.4,1.25,
3,12,2210,1,0,0.95,
3,13,1773,1,0.05,1.4,
3,14,1790,1,0,0.65,
3,15,4010,1,1.55,0.2,
3,16,2599,1,0,1.25,
3,17,8879,-1,2.45,0.65,
3,18,2397,-1,1.4,0.65,
3,19,2316,-1,0.65,0.05,
3,20,1897,-1,1.7,0.65,
3,21,7320,1,0.5,0.65,
3,22,3510,-1,0.05,0,
3,23,2683,1,0.05,1.55,
3,24,1943,1,0.05,0.65,
3,25,1684,-1,0.65,0.2,
3,26,3811,1,0.95,1.4,
3,27,1739,1,0.5,1.25,
3,28,2891,-1,0.8,0.35,
3,29,4217,1,0.65,2.3,
3,30,6103,1,0.95,0.95,
3,31,5579,-1,0.8,0.8,
3,32,4646,1,0.8,0.35,
3,33,4253,1,0.05,0.95,
3,34,2616,1,1.25,0.95,
3,35,5075,-1,0.95,0.8,
3,36,2093,-1,0.65,0.8,
3,37,4899,1,1.1,1.55,
3,38,4563,1,1.1,0.95,
3,39,2354,-1,0.95,0,
3,40,3952,1,0,0.05,
3,41,1354,-1,1.25,0.5,
3,42,1708,1,0.95,1.1,
3,43,1662,-1,0.95,1.25,
3,44,3300,-1,1.4,0.95,
3,45,2187,1,0.35,1.55,
3,46,1537,-1,0.95,0,
3,47,4601,1,0.05,0.95,
3,48,1768,-1,0,0.05,
3,49,2069,-1,1.7,1.4,
3,50,3884,1,0,0,
3,51,1877,1,0.05,1.1,
3,52,1563,-1,1.4,0,
3,53,1706,1,0,1.1,
3,54,4268,-1,0.95,0.95,
3,55,1762,1,0.65,1.7,
3,56,1773,1,0.35,1.1,
3,57,7000,-1,0.95,0.05,
3,58,3982,-1,0.65,0,
3,59,1869,-1,0.95,0,
3,60,2105,-1,0.95,0,
3,61,1507,-1,0.95,0.05,
3,62,2742,1,0.35,0.8,
3,63,2430,1,0.05,0.65,
3,64,2550,1,0,0.5,
3,65,2499,1,1.1,0.5,
3,66,3249,-1,0.95,1.1,
3,67,2161,1,0,1.55,
3,68,2270,1,0.8,0.95,
3,69,2322,-1,0.65,0,
3,70,1885,1,0,0.05,
3,71,2328,1,0.05,0.95,
3,72,1789,1,0,0.95,
3,73,3082,1,1.1,0.95,
3,74,2710,1,0.95,2.3,
3,75,3318,-1,2.45,1.1,
3,76,1596,-1,1.55,0.05,
3,77,2020,1,0.95,1.55,
3,78,1498,-1,1.25,0,
3,79,3854,1,0.35,0.8,
3,80,3897,-1,0.95,0.8,
3,81,1515,-1,0.95,1.55,
3,82,2095,1,0.8,0.65,
3,83,1847,-1,1.55,0.95,
3,84,3787,1,0.65,0.5,
3,85,3488,-1,1.55,1.1,
3,86,4082,1,0.8,0.95,
3,87,2037,1,0.2,0.65,
3,88,1874,1,0.8,0.8,
3,89,1663,1,0,1.4,
3,90,5986,-1,0.8,0.35,
3,91,7087,1,1.25,1.4,
3,92,1695,1,0,0.65,
3,93,1739,1,0.65,1.4,
3,94,3157,-1,2.3,0.65,
3,95,1509,-1,1.1,0,
3,96,4811,1,0.65,2.45,
3,97,1924,-1,0.95,0.05,
3,98,1294,-1,0.65,0.05,
3,99,1835,-1,0.2,1.55,
3,100,2191,1,0,0.95,
3,101,1573,1,1.4,1.7,
3,102,2013,-1,2.3,0.95,
3,103,1253,-1,1.55,0.35,
3,104,2332,-1,0.5,0,
3,105,3469,1,1.55,2.45,
3,106,7005,-1,0.35,0.8,
3,107,4749,-1,0.95,0.05,
3,108,2096,1,1.1,2.45,
3,109,1272,-1,1.55,0,
3,110,3300,-1,0.35,0.05,
3,111,1336,-1,1.1,0.05,
3,112,1260,-1,1.4,0.05,
3,113,1340,-1,0.05,0,
3,114,3912,-1,0.65,0.05,
3,115,1344,-1,0.05,0,
3,116,3005,1,0.65,1.1,
3,117,1676,-1,1.1,0.95,
3,118,2666,-1,0.5,1.1,
3,119,1883,1,0.65,2.45,
4,0,1944,-1,0.05,0,
4,1,3591,1,0,0,
4,2,1669,-1,0.8,0.65,
4,3,1473,-1,0.6,0,
4,4,1379,1,0,0.65,
4,5,2554,1,0,0,
4,6,1539,-1,0.5,0,
4,7,1370,1,0,0,
4,8,1375,1,0,0.95,
4,9,3063,1,0.05,0.2,
4,10,1369,1,0,0.05,
4,11,1598,1,0,0.95,
4,12,1833,-1,0,0,
4,13,1252,1,0.35,0.8,
4,14,1773,-1,0.65,0,
4,15,1471,1,0,0.8,
4,16,3207,-1,0.5,0,
4,17,1903,-1,0,0,
4,18,2550,-1,1.1,0.05,
4,19,1988,-1,0.2,0,
4,20,1531,-1,1.1,0,
4,21,4111,1,0.5,0.65,
4,22,5355,1,0,0,
4,23,1387,-1,1.1,0,
4,24,1688,-1,0.6,0.35,
4,25,3569,1,0,0.05,
4,26,1619,1,0.5,1.1,
4,27,4123,1,0,0,
4,28,1834,1,0,0,
4,29,1416,1,0.05,0.2,
4,30,1288,1,0,0.8,
4,31,1361,1,0,1.1,
4,32,1465,1,0.05,0,
4,33,1650,-1,0.05,0,
4,34,2292,1,0,0,
4,35,1348,1,0,0.5,
4,36,1407,-1,0.8,0.5,
4,37,1486,1,0,0.8,
4,38,1610,1,0.5,0.95,
4,39,2680,-1,0,0,
4,40,2420,-1,0,0,
4,41,2161,-1,0,0,
4,42,1342,-1,0.8,0,
4,43,1253,1,0,0,
4,44,1262,-1,0.8,0,
4,45,1895,1,0,0,
4,46,2956,-1,0.65,0.5,
4,47,1518,-1,0.8,0,
4,48,1020,1,0,1.1,
4,49,1407,-1,0,0,
4,50,2155,-1,0.5,0,
4,51,1575,1,0,0.65,
4,52,1830,-1,0,0,
4,53,1061,-1,0,0,
4,54,1095,1,0.5,0.8,
4,55,1536,1,0,0,
4,56,1046,-1,1.1,0,
4,57,1951,-1,0.8,0.35,
4,58,1306,-1,0,0,
4,59,1983,1,0,0.2,
4,60,1847,-1,0,0.2,
4,61,1761,1,0.05,0.95,
4,62,2454,-1,0.05,0,
4,63,2720,1,0.35,0,
4,64,1076,-1,0.2,0.05,
4,65,1871,1,0,0.8,
4,66,926,-1,0.65,0.05,
4,67,1366,-1,0.05,0,
4,68,1282,1,0,1.1,
4,69,1485,1,0,0.05,
4,70,2086,-1,0.8,0.05,
4,71,1351,-1,0.65,0,
4,72,1516,-1,0,0.5,
4,73,1085,1,0,0,
4,74,1580,-1,0.35,0,
4,75,1235,-1,0.8,0,
4,76,1850,1,0.8,0.8,
4,77,1398,1,0.05,1.1,
4,78,1486,1,0,0.5,
4,79,4333,-1,0,0,
4,80,2015,-1,0.5,0,
4,81,1236,-1,0.95,0,
4,82,1346,1,0,0,
4,83,1235,1,0.65,0.8,
4,84,1382,1,0,0,
4,85,1491,1,0,0,
4,86,2413,-1,0.65,0,
4,87,1509,-1,0.8,0,
4,88,1114,1,0,0.5,
4,89,1071,1,0,0.6,
4,90,1696,-1,0,0,
4,91,2318,1,0.2,0.05,
4,92,1504,-1,1.1,0,
4,93,1920,-1,1.1,0.5,
4,94,1381,-1,0.95,0,
4,95,4618,1,0,0.05,
4,96,1067,1,0.35,0.6,
4,97,1600,-1,0,0,
4,98,903,1,0,0,
4,99,1515,1,0,0.05,
4,100,1737,-1,0.2,0,
4,101,943,1,0,1.1,
4,102,1317,1,0.05,0.65,
4,103,1197,1,0,0.8,
4,104,2430,1,0,0,
4,105,1257,-1,0.8,0,
4,106,2005,1,0,0.35,
4,107,1129,1,0,0.8,
4,108,1162,1,0,0.65,
4,109,1801,-1,0,0,
4,110,2430,1,0,0,
4,111,1379,1,0.05,0.8,
4,112,1529,-1,0.95,0.5,
4,113,2327,-1,0,0,
4,114,1531,-1,0,0.35,
4,115,1360,-1,0,0.05,
4,116,1619,-1,0.05,0,
4,117,1415,-1,0,0,
4,118,1552,-1,0.8,0.8,
4,119,1627,-1,0.95,0.05,
5,0,2028,-1,1.4,0.95,
5,1,2197,1,0.5,0.65,
5,2,1864,1,0.5,0.8,
5,3,2066,1,0.35,0.65,
5,4,1702,1,0.35,0.95,
5,5,2343,1,0.2,0.95,
5,6,3469,-1,1.1,0.8,
5,7,4105,-1,0.8,0.5,
5,8,2482,1,0,0.5,
5,9,3178,1,0.35,0.95,
5,10,1763,-1,1.1,0.65,
5,11,2708,1,0.95,0.95,
5,12,3466,-1,1.4,0,
5,13,1868,-1,0.65,0.65,
5,14,2141,-1,0.65,0,
5,15,1801,1,0.5,0.65,
5,16,4713,1,0.95,0.65,
5,17,1717,-1,1.1,0.2,
5,18,1870,-1,0.65,0.8,
5,19,1629,-1,1.1,0.5,
5,20,2029,1,0.5,0.8,
5,21,3458,1,0.95,1.1,
5,22,2113,1,0.95,0.8,
5,23,2422,1,0.65,0.8,
5,24,2205,-1,0.65,1.1,
5,25,2222,-1,0.8,0.65,
5,26,3793,1,0.5,0.65,
5,27,2187,1,0.8,1.1,
5,28,2330,-1,0.95,0.35,
5,29,3852,1,0.95,0.65,
5,30,3695,-1,0.65,0.95,
5,31,3260,-1,0.8,0.8,
5,32,24903,-1,0.2,0.8,
5,33,4399,1,0.65,0.8,
5,34,3612,1,0,0.5,
5,35,2359,1,0.8,0.95,
5,36,4328,1,0.8,1.1,
5,37,1866,1,0.5,0.5,
5,38,2742,-1,1.25,1.1,
5,39,2290,1,0.95,0.5,
5,40,4077,1,0.95,0.95,
5,41,1560,-1,1.1,0.95,
5,42,2605,-1,0.5,0,
5,43,1836,1,0.2,0.35,
5,44,1968,-1,1.1,0.8,
5,45,3258,-1,0.65,0.5,
5,46,3518,-1,0.95,0.8,
5,47,1889,-1,0.95,0.35,
5,48,1837,-1,0.65,0.5,
5,49,2012,1,0.8,0.65,
5,50,2183,-1,0.5,0,
5,51,1414,1,0.35,1.1,
5,52,1778,1,0,1.1,
5,53,2422,-1,1.25,0.8,
5,54,1579,-1,1.1,0.95,
5,55,2238,-1,0.5,0.95,
5,56,1383,1,0.8,0.95,
5,57,2886,-1,0.5,0.8,
5,58,1683,1,0.95,0.65,
5,59,3159,-1,0.65,0.35,
5,60,1700,1,0.35,0.5,
5,61,1632,-1,0.8,0.65,
5,62,3465,-1,0.8,0.5,
5,63,2207,-1,0.95,0.35,
5,64,2594,1,0.8,0.8,
5,65,1828,-1,1.1,0.5,
5,66,1993,-1,0.8,0.95,
5,67,2343,-1,0.65,0.65,
5,68,1632,1,0.65,1.1,
5,69,1456,-1,0.65,0.95,
5,70,2478,-1,0.65,0.5,
5,71,1991,1,0.2,1.1,
5,72,1905,1,0.35,0.65,
5,73,2195,-1,1.1,0.65,
5,74,1754,-1,0.95,0,
5,75,2658,1,0.65,0.8,
5,76,1755,1,0.95,1.4,
5,77,2863,1,0.95,1.1,
5,78,1514,-1,0.65,0.95,
5,79,2971,1,0.5,0.8,
5,80,1826,-1,1.1,0.95,
5,81,1908,-1,1.1,0.8,
5,82,2450,-1,0,0.65,
5,83,2532,-1,0.8,0.5,
5,84,1653,-1,0.5,0.35,
5,85,2581,-1,0.5,0.8,
5,86,1539,-1,1.1,0.95,
5,87,1602,1,0.65,0.65,
5,88,2941,1,1.1,0.65,
5,89,2425,-1,0.65,0.65,
5,90,1935,-1,0.95,0.35,
5,91,1552,1,0.65,0.8,
5,92,2729,1,0.95,1.1,
5,93,1878,1,0.8,0.65,
5,94,1452,1,0.5,1.1,
5,95,1693,1,0.8,0.5,
5,96,1529,1,0.8,0.2,
5,97,2201,1,0.8,0.8,
5,98,3317,-1,0.35,0.2,
5,99,1205,-1,1.1,0,
5,100,1749,1,0.8,0.5,
5,101,1554,1,1.1,1.25,
5,102,1827,-1,0.95,0.2,
5,103,1525,1,0.65,1.1,
5,104,1791,1,0.35,0.95,
5,105,1359,-1,0.65,0.35,
5,106,2219,-1,0.8,0.65,
5,107,1546,1,0.35,0.65,
5,108,1451,1,0,0.95,
5,109,1997,1,0.95,0.8,
5,110,1996,-1,0.65,0.35,
5,111,1720,1,0,1.4,
5,112,1503,-1,0.5,0.5,
5,113,2481,1,0.8,0.8,
5,114,1808,1,0.8,1.25,
5,115,1768,1,0.5,1.1,
5,116,2272,1,0.35,0.95,
5,117,1588,-1,1.1,0.35,
5,118,1521,1,0.95,1.1,
5,119,1654,1,0.8,1.1,
6,0,1928,-1,0.95,1.4,
6,1,4194,1,0.65,0.8,
6,2,2641,1,0.8,0.8,
6,3,2684,-1,0.95,0.65,
6,4,1506,1,0.65,0.95,
6,5,2147,-1,1.4,0.65,
6,6,2007,-1,0.95,0,
6,7,1439,-1,0.95,0.8,
6,8,2377,-1,0.65,0.95,
6,9,1529,-1,0.8,0.5,
6,10,1766,-1,0.65,0.65,
6,11,4347,-1,0.65,0.65,
6,12,1309,-1,0.95,0.95,
6,13,1520,-1,0.95,0.8,
6,14,2229,1,0.65,0.65,
6,15,4567,1,0.95,0.5,
6,16,1624,1,0.95,0.95,
6,17,2488,1,0.95,1.1,
6,18,1411,-1,0.65,0.8,
6,19,1473,1,0,0.95,
6,20,2715,1,0.65,0.35,
6,21,1698,-1,0.65,0.95,
6,22,1593,-1,0.95,0.95,
6,23,2855,1,0.8,0.8,
6,24,5320,-1,0.5,0.8,
6,25,1752,-1,0.65,0.8,
6,26,1509,1,0.95,0.8,
6,27,1701,1,0.5,1.4,
6,28,1350,1,0.95,0.8,
6,29,1891,-1,0.65,0.95,
6,30,2255,-1,1.1,0.65,
6,31,9549,-1,0.8,0.8,
6,32,759,1,0.65,0.65,
6,33,1619,1,0.8,0.95,
6,34,1815,1,0.35,1.25,
6,35,2159,-1,0,0.8,
6,36,1611,1,0.8,0.95,
6,37,4682,1,0.8,0.95,
6,38,1289,1,0.8,0.65,
6,39,2833,1,0.65,0.95,
6,40,1394,1,0,0.5,
6,41,1906,1,0.8,0.65,
6,42,2107,-1,0.95,0.8,
6,43,3027,1,0.95,1.4,
6,44,2600,1,0.95,0.8,
6,45,1417,-1,0.95,0.65,
6,46,2295,1,0.65,0.95,
6,47,3582,-1,0.65,0.95,
6,48,1190,1,0.8,0.95,
6,49,1701,-1,0.65,1.4,
6,50,3387,-1,0.65,0.65,
6,51,1950,-1,0.95,0.95,
6,52,4977,-1,0.95,0.8,
6,53,1650,-1,0.95,0.35,
6,54,1315,1,0.8,0.95,
6,55,2396,-1,0.8,0.8,
6,56,2956,-1,0.95,0.65,
6,57,2401,-1,0.8,0.8,
6,58,1843,1,1.4,0.95,
6,59,971,-1,0,0.65,
6,60,2911,1,0.8,0.5,
6,61,1357,-1,0.8,0.95,
6,62,2067,-1,0.65,0.65,
6,63,2047,-1,1.1,0.95,
6,64,3643,-1,0.5,0.95,
6,65,2231,-1,0.8,0.65,
6,66,2366,1,1.55,1.25,
