,subject,trial,rt,choice,item_value_0,item_value_1,gaze_0,gaze_1
0,0,0,3327,1,0.0,5.0,0.7454145267791636,0.2545854732208364
1,0,1,3424,1,5.0,4.0,0.4107198504206918,0.5892801495793082
2,0,2,3691,1,4.0,1.0,0.3305489260143198,0.6694510739856802
3,0,3,8144,0,3.0,5.0,0.5923449993446062,0.4076550006553939
4,0,4,6559,0,5.0,5.0,0.6417173877282448,0.35828261227175523
5,0,5,5595,0,0.0,1.0,0.7440158259149358,0.2559841740850643
6,0,6,2470,1,3.0,0.0,0.32972972972972975,0.6702702702702703
7,0,7,6091,1,0.0,0.0,0.3638968481375358,0.6361031518624641
8,0,8,4669,1,3.0,4.0,0.4194312796208531,0.580568720379147
9,0,9,4001,1,5.0,0.0,0.16995708154506436,0.8300429184549356
10,0,10,3301,0,0.0,0.0,0.60507851653859,0.39492148346141
11,0,11,2867,0,2.0,5.0,0.5915057915057915,0.4084942084942085
12,0,12,3117,1,4.0,0.0,0.5066018068102849,0.49339819318971506
13,0,13,10424,1,4.0,5.0,0.5531153731491603,0.4468846268508397
14,0,14,2754,0,1.0,3.0,0.5966319165998396,0.4033680834001604
15,0,15,5836,1,5.0,4.0,0.4921973094170404,0.5078026905829597
16,0,16,3931,1,4.0,4.0,0.33839235525576167,0.6616076447442384
17,0,17,3602,1,3.0,0.0,0.41687041564792177,0.5831295843520783
18,0,18,5674,0,4.0,2.0,0.41065482796892344,0.5893451720310766
19,0,19,2567,1,4.0,0.0,0.25956284153005466,0.7404371584699454
20,0,20,2097,0,0.0,3.0,0.646866485013624,0.353133514986376
21,0,21,3641,0,0.0,0.0,0.5448642266824085,0.4551357733175915
22,0,22,4550,1,4.0,3.0,0.5587102983638114,0.44128970163618864
23,0,23,2973,1,4.0,2.0,0.23994147768836868,0.7600585223116313
24,0,24,2824,0,1.0,4.0,0.48939512961508247,0.5106048703849175
25,0,25,3643,0,5.0,5.0,0.6381011097410604,0.36189889025893957
26,0,26,2188,1,4.0,0.0,0.39021852237252863,0.6097814776274714
27,0,27,3321,1,4.0,0.0,0.3006154842889537,0.6993845157110463
28,0,28,6784,0,4.0,5.0,0.5302797417768214,0.4697202582231786
29,0,29,2314,0,0.0,5.0,0.4654919236417034,0.5345080763582967
30,0,30,2952,0,0.0,5.0,0.7004504504504504,0.29954954954954954
31,0,31,8388,0,1.0,2.0,0.5330558276199804,0.46694417238001956
32,0,32,5341,1,1.0,4.0,0.5970149253731343,0.40298507462686567
33,0,33,2183,1,0.0,0.0,0.3353183692166743,0.6646816307833256
34,0,34,3207,0,0.0,4.0,0.4355165428764348,0.5644834571235652
35,0,35,3224,1,0.0,3.0,0.34407173696446364,0.6559282630355364
36,0,36,3476,1,4.0,4.0,0.601593625498008,0.398406374501992
